ID,TITLE,URL,PUBLISHER,CATEGORY,STORY,HOSTNAME,TIMESTAMP
155817,Boeing Reaches Cruising Altitude as Earnings Take Off,http://wallstcheatsheet.com/business/boeing-reaches-cruising-altitude-as-earnings-take-off.html/,Wall St. Cheat Sheet,b,dBvb1OqbQPnRr6Mp0MfDWFStVhsxM,wallstcheatsheet.com,1398334951307
155819,Boeing Co. profit falls 13 percent to $965M in first quarter,http://gantdaily.com/2014/04/23/boeing-co-profit-falls-13-percent-to-965m-in-first-quarter/,Gant Daily,b,dBvb1OqbQPnRr6Mp0MfDWFStVhsxM,gantdaily.com,1398334951815
155820,More deliveries yield more profit for Boeing,http://www.heraldnet.com/article/20140423/BIZ/140429565/More-deliveries-yield-more-profit-for-Boeing,HeraldNet,b,dBvb1OqbQPnRr6Mp0MfDWFStVhsxM,www.heraldnet.com,1398334952272
155821,Boeing lifts profit outlook as jetliner demand booms,http://www.brecorder.com/business-a-finance/industries-a-sectors/168873-boeing-lifts-profit-outlook-as-jetliner-demand-booms.html,Business Recorder,b,dBvb1OqbQPnRr6Mp0MfDWFStVhsxM,www.brecorder.com,1398334952628
155822,Boeing earnings beat on top and bottom line,http://www.cnbc.com/id/101598261,CNBC.com,b,dBvb1OqbQPnRr6Mp0MfDWFStVhsxM,www.cnbc.com,1398334952818
155823,Boeing's Profit Slides on Pension Costs -- 3rd Update,http://www.nasdaq.com/article/boeings-profit-slides-on-pension-costs--3rd-update-20140423-01187,NASDAQ,b,dBvb1OqbQPnRr6Mp0MfDWFStVhsxM,www.nasdaq.com,1398334953032
155824,Boeing Commercial revenues surge above defense in first quarter,http://www.bizjournals.com/seattle/news/2014/04/23/boeing-commercial-revenues-surge-above-defense-in.html\?utm_source=feedburner&amp;utm_medium=feed&amp;utm_campaign=Feed%3A+bizj_seattle+(Seattle+-+Puget+Sound+Business+Journal),Puget Sound Business Journal \(Seattle\),b,dBvb1OqbQPnRr6Mp0MfDWFStVhsxM,www.bizjournals.com,1398334953251
155826,Jets fuel jump in Boeing's revenue,http://www.jamestownsun.com/content/jets-fuel-jump-boeings-revenue,Jamestown Sun,b,dBvb1OqbQPnRr6Mp0MfDWFStVhsxM,www.jamestownsun.com,1398334953766
155827,Boeing boosts profit on strong jet sales,"http://www.latimes.com/business/money/la-fi-mo-boeing-earnings-20140423,0,54111.story",Los Angeles Times,b,dBvb1OqbQPnRr6Mp0MfDWFStVhsxM,www.latimes.com,1398334953989
155828,Boeing Results Get Boost From Increase in Commercial Jet Production,http://www.thestreet.com/story/12679969/1/boeing-results-get-boost-from-increase-in-commercial-jet-production.html,TheStreet.com,b,dBvb1OqbQPnRr6Mp0MfDWFStVhsxM,www.thestreet.com,1398334954409
155829,Boeing delivers 18 Dreamliners in Q1,http://www.charlestonbusiness.com/news/51184-boeing-delivers-18-dreamliners-in-q1,Charleston Regional Business,b,dBvb1OqbQPnRr6Mp0MfDWFStVhsxM,www.charlestonbusiness.com,1398334954613
155830,Boeing posts 14% rise in Q1 adjusted net profit,http://www.gulf-times.com/eco.-bus.%20news/256/details/389459/boeing-posts-14%25-rise-in-q1-adjusted-net-profit,Gulf Times,b,dBvb1OqbQPnRr6Mp0MfDWFStVhsxM,www.gulf-times.com,1398334954861
155831,Boeing 'Confident' in Smooth 777X Transition,http://www.ainonline.com/aviation-news/2014-04-23/boeing-confident-smooth-777x-transition,Aviation International News,b,dBvb1OqbQPnRr6Mp0MfDWFStVhsxM,www.ainonline.com,1398334955129
155832,"BA: Boeing Beats Expectations, Raises Forecasts",http://investorplace.com/2014/04/ba-boeing-beats-expectations-raises-forecasts/,Investorplace.com,b,dBvb1OqbQPnRr6Mp0MfDWFStVhsxM,investorplace.com,1398334955401
155833,BRIEF-Boeing CEO says expects F-18 fighter jet line will remain open,http://in.reuters.com/article/2014/04/23/boeing-brief-idINL2N0NF10S20140423,Reuters,b,dBvb1OqbQPnRr6Mp0MfDWFStVhsxM,in.reuters.com,1398334955869
155834,Boeing's Earnings Will Take Off On Higher Commercial Airplane Deliveries  ...,http://www.nasdaq.com/article/boeings-earnings-will-take-off-on-higher-commercial-airplane-deliveries-driven-by-production-ramp-ups-cm346615,NASDAQ,b,dBvb1OqbQPnRr6Mp0MfDWFStVhsxM,www.nasdaq.com,1398334956067
155835,Boeing 787 production on track to meet goal this year,http://www.postandcourier.com/article/20140423/PC05/140429752/1010/boeing-first-quarter-revenue-rose-8,Charleston Post Courier,b,dBvb1OqbQPnRr6Mp0MfDWFStVhsxM,www.postandcourier.com,1398334956324
155836,Boeing's Profit Slides on Pension Costs -- Update,http://online.wsj.com/article/BT-CO-20140423-705788.html,Wall Street Journal,b,dBvb1OqbQPnRr6Mp0MfDWFStVhsxM,online.wsj.com,1398334956913
155837,"Faster production brings Boeing $965M 1Q profit - WBOC-TV 16, Delmarvas  ...",http://www.wboc.com/story/25317247/faster-production-brings-boeing-965m-1q-profit,WBOC TV 16,b,dBvb1OqbQPnRr6Mp0MfDWFStVhsxM,www.wboc.com,1398334957207
157094,Boeing's Profits Reached $965 Million In Q1,http://www.israelidiamond.co.il/english/News.aspx\?boneId=918&amp;objid=14367,Israel Diamond Portal,e,dWDShUvYa5cjqNMXu1FjBHCMJs6uM,www.israelidiamond.co.il,1398341284193
164373,Musk's SpaceX to Sue Over Lockheed-Boeing Launch Monopoly (1),http://www.businessweek.com/news/2014-04-25/musk-s-spacex-to-sue-over-lockheed-boeing-launch-monopoly,Businessweek,t,dDwwD2rMgUGzvGM3QfliCD9t8OvMM,www.businessweek.com,1398465516265
164395,Elon Musk Takes Aim At Boeing And Lockheed Martin's Rocket Launch 'Monopoly',http://www.businessinsider.in/Elon-Musk-Takes-Aim-At-Boeing-And-Lockheed-Martins-Rocket-Launch-Monopoly/articleshow/34214017.cms,Businessinsider India,t,dDwwD2rMgUGzvGM3QfliCD9t8OvMM,www.businessinsider.in,1398465522075
164406,Musk's SpaceX to sue over Lockheed-Boeing launch monopoly,http://thedailyrecord.com/2014/04/25/musks-spacex-to-sue-over-lockheed-boeing-launch-monopoly/,Daily Record \(subscription\),t,dDwwD2rMgUGzvGM3QfliCD9t8OvMM,thedailyrecord.com,1398465525176
164727,"Investor's Alert: The Boeing Company (NYSE:BA), Vodafone Group) (NASDAQ  ...",http://www.technews.org/investors-alert-the-boeing-company-nyseba-vodafone-group-nasdaqvod-national-bank-of-greece-adr-nysenbg-barclays-nysebcs/295212/,Tech News,t,dfRAuOSSrXTwqPMDULCb-0ctd6XbM,www.technews.org,1398467269397
172120,Musk Challenges Boeing-Lockheed Rocket Contract,http://www.pddnet.com/news/2014/04/musk-challenges-boeing-lockheed-rocket-contract,Product Design \& Development,t,dtEnNg2zzflZr7MWSUGM-p1oM0VLM,www.pddnet.com,1398853224928
172121,Musk's SpaceX Challenges Lockheed-Boeing Rocket Monopoly,http://www.bloomberg.com/news/2014-04-28/elon-musk-challenges-lockheed-boeing-rocket-monopoly.html,Bloomberg,t,dtEnNg2zzflZr7MWSUGM-p1oM0VLM,www.bloomberg.com,1398853225168
172129,SpaceX Challenges Boeing Air Force Contract,http://stlouis.cbslocal.com/2014/04/28/spacex-challenges-boeing-air-force-contract/,CBS Local,t,dtEnNg2zzflZr7MWSUGM-p1oM0VLM,stlouis.cbslocal.com,1398853227173
172130,Doughty SpaceX Challenges Lockheed-Boeing Launch Monopoly,http://www.moneynews.com/companies/spacex-lockheed-boeing-launch/2014/04/28/id/568255/,Moneynews,t,dtEnNg2zzflZr7MWSUGM-p1oM0VLM,www.moneynews.com,1398853227450
176648,Luxury Airlift: Etihad Launches New Suites on A380 and 787 Planes (VIDEO),http://www.travelagentcentral.com/middle-east/luxury-airlift-etihad-launches-new-suites-a380-and-787-planes-video-45898,Travel Agent,b,dG__9YbrO_nmiqM5dYchSnzqDB4EM,www.travelagentcentral.com,1399308110346
176655,Etihad unveils Airbus A380/Boeing 787 luxury 'Residence' innovations,http://atwonline.com/components/etihad-unveils-airbus-a380boeing-787-luxury-residence-innovations,ATWOnline,b,dG__9YbrO_nmiqM5dYchSnzqDB4EM,atwonline.com,1399308112317
176658,Qatar Airways To Receive Its First A380 By Early June,http://gulfbusiness.com/2014/05/atar-airways-receive-first-a380-early-june/,Gulf Business News,b,dG__9YbrO_nmiqM5dYchSnzqDB4EM,gulfbusiness.com,1399308113226
176661,Etihad Airways Announces Luxurious Amenities Aboard A380 and B787,http://www.travelpulse.com/news/airlines/etihad-airways-announces-luxurious-amenities-aboard-a380-and-b787.html,TravelPulse,b,dG__9YbrO_nmiqM5dYchSnzqDB4EM,www.travelpulse.com,1399308114086
176664,Etihad Unveils Three-Room 'Residence' On A380 Fleet,http://aviationweek.com/commercial-aviation/etihad-unveils-three-room-residence-a380-fleet,Aviation Week,b,dG__9YbrO_nmiqM5dYchSnzqDB4EM,aviationweek.com,1399308114721
176669,Etihad's new A380 suites feature showers and your very own 'Jeeves',http://www.themalaymailonline.com/travel/article/etihads-new-a380-suites-feature-showers-and-your-very-own-jeeves,The Malay Mail Online,b,dG__9YbrO_nmiqM5dYchSnzqDB4EM,www.themalaymailonline.com,1399308116037
176672,Etihad Airways puts apartment inside an A380 as part of new luxury travel service,http://www.digitaltrends.com/cool-tech/etihad-airways-puts-apartment-inside-an-a380-as-part-of-luxury-travel-service/,Digital Trends,b,dG__9YbrO_nmiqM5dYchSnzqDB4EM,www.digitaltrends.com,1399308117020
176673,Butlers On Board Etihad A380s,http://gulfbusiness.com/2014/05/butlers-board-etihad-a380s/,Gulf Business News,b,dG__9YbrO_nmiqM5dYchSnzqDB4EM,gulfbusiness.com,1399308117268
176675,"Etihad A380s to offer “The Residence”, a three-room suite for the super rich",http://www.stuff.tv/etihad-a380s-offer-residence-three-room-suite-super-rich/news,Stuff Magazine,b,dG__9YbrO_nmiqM5dYchSnzqDB4EM,www.stuff.tv,1399308117742
176687,Etihad Airways unveils new classes and in-flight products for A380 and 787 fleet,http://centreforaviation.com/news/etihad-airways-unveils-new-classes-and-in-flight-products-for-a380-and-787-fleet-332232,CAPA - Centre for Aviation,b,dG__9YbrO_nmiqM5dYchSnzqDB4EM,centreforaviation.com,1399308121335
176690,Etihad reveals A380 and B787 cities and product,http://www.routes-news.com/1-news/2552-etihad-reveals-a380-and-dreamliner-destinations-and-product,Routes News,b,dG__9YbrO_nmiqM5dYchSnzqDB4EM,www.routes-news.com,1399308122215
176693,Etihad to lure private jet passengers with luxury A380 offering,http://www.zawya.com/story/Etihad_to_lure_private_jet_passengers_with_luxury_A380_offering-GN_04052014_050532/,Zawya \(registration\),b,dG__9YbrO_nmiqM5dYchSnzqDB4EM,www.zawya.com,1399308123071
176695,Etihad Airways to deploy first A380 to London and first 787 to Dusseldorf in Dec  ...,http://centreforaviation.com/news/etihad-airways-to-deploy-first-a380-to-london-and-first-787-to-dusseldorf-in-dec-2014-332240,CAPA - Centre for Aviation,b,dG__9YbrO_nmiqM5dYchSnzqDB4EM,centreforaviation.com,1399308123466
176696,Etihad Airways launches luxury A380 'residence' suites in the sky,http://www.japantimes.co.jp/news/2014/05/05/world/etihad-airways-launches-luxury-a380-residence-suites-in-the-sky/,The Japan Times,b,dG__9YbrO_nmiqM5dYchSnzqDB4EM,www.japantimes.co.jp,1399308123664
176697,Better than first class: Etihad A380 unveils luxury 'residence' suite,http://www.smh.com.au/travel/travel-news/better-than-first-class-etihad-a380-unveils-luxury-residence-suite-20140505-zr4ki.html,Sydney Morning Herald,b,dG__9YbrO_nmiqM5dYchSnzqDB4EM,www.smh.com.au,1399308124013
176700,Etihad reveals new A380 & 787 cabin products,http://australianaviation.com.au/2014/05/etihad-reveals-new-a380-787-cabin-products/,Australian Aviation,b,dG__9YbrO_nmiqM5dYchSnzqDB4EM,australianaviation.com.au,1399308124923
176702,Etihad boosts A380 services with butlers on board,http://www.afr.com/p/business/companies/etihad_boosts_services_with_butlers_Tfg5ZBOJFsQEiRRmJnK8qL,The Australian Financial Review,b,dG__9YbrO_nmiqM5dYchSnzqDB4EM,www.afr.com,1399308125627
176706,Etihad Airways to offer three-room suites on its A380s,http://www.travelweekly.com/Travel-News/Airline-News/Etihad-Airways-to-offer-three-room-suites-on-its-A380s/,Travel Weekly,b,dG__9YbrO_nmiqM5dYchSnzqDB4EM,www.travelweekly.com,1399308126745
176707,Etihad to launch first Boeing 787 to Mumbai from Jan 2015,http://www.dnaindia.com/india/report-etihad-to-launch-first-boeing-787-to-mumbai-from-jan-2015-1985015,Daily News \& Analysis,b,dG__9YbrO_nmiqM5dYchSnzqDB4EM,www.dnaindia.com,1399308127052
176712,Etihad Airways unveils hotel-style rooms on A380,http://gulfnews.com/business/aviation/etihad-airways-unveils-hotel-style-rooms-on-a380-1.1327773,gulfnews.com,b,dG__9YbrO_nmiqM5dYchSnzqDB4EM,gulfnews.com,1399308128491
176713,Etihad Airways to Operate First Airbus A380s on London Heathrow Route,http://www.asiatraveltips.com/news14/55-EtihadAirways.shtml,ASIATravelTips.com,b,dG__9YbrO_nmiqM5dYchSnzqDB4EM,www.asiatraveltips.com,1399308129129
176721,Etihad A380s target luxury travellers,http://www.gulf-times.com/eco.-bus.%20news/256/details/390841/etihad-a380s-target-luxury-travellers,Gulf Times,b,dG__9YbrO_nmiqM5dYchSnzqDB4EM,www.gulf-times.com,1399308131884
176723,"Etihad's A380 'Residence' has a lounge, double bed and an en-suite shower",http://www.engadget.com/2014/05/04/etihad-a380-residence/,Engadget,b,dG__9YbrO_nmiqM5dYchSnzqDB4EM,www.engadget.com,1399308132372
176724,Abu Dhabi's Etihad raises stakes in fight for high-end travelers with A380 bed  ...,http://www.newser.com/article/ff408d2ab9934271949ceb4e669708aa/abu-dhabis-etihad-raises-stakes-in-fight-for-high-end-travelers-with-a380-bed-and-bath-suite.html,Newser,b,dG__9YbrO_nmiqM5dYchSnzqDB4EM,www.newser.com,1399308132561
176734,Abu Dhabi's Etihad raises stakes in fight for high-end travellers with A380 bed  ...,http://www.nanaimodailynews.com/business/abu-dhabi-s-etihad-raises-stakes-in-fight-for-high-end-travellers-with-a380-bed-and-bath-suite-1.1020574,Nanaimo Daily News,b,dG__9YbrO_nmiqM5dYchSnzqDB4EM,www.nanaimodailynews.com,1399308136043
225495,The Dow Turns Positive as Boeing's Gain Outweighs Caterpillar's Pain,http://www.fool.com/investing/general/2014/05/19/the-dow-turns-positive-as-boeings-gains-outweigh-c.aspx,Motley Fool,b,djKwT7CKcPfOArMo79mfGenodIDNM,www.fool.com,1400631053211
227411,Lockheed-Boeing venture says rocket launch costs lower than claimed by rival,http://news.yahoo.com/lockheed-boeing-venture-says-rocket-launch-costs-lower-055418358.html,Yahoo News,t,dnbLtQ6WjiDxd7M-wnwKlhvJld1mM,news.yahoo.com,1400643220939
227420,Lockheed-Boeing venture says rocket launch costs lower,http://www.sabc.co.za/news/a/aa94e980441164ea9993fde2e61545ac/Mixed-reactions-to-ANC-premiers-20142005,South African Broadcasting Corporation,t,dnbLtQ6WjiDxd7M-wnwKlhvJld1mM,www.sabc.co.za,1400643223237
232090,Lockheed Martin Corp-Boeing Co venture says rocket launch costs lower than  ...,http://economictimes.indiatimes.com/news/international/business/lockheed-martin-corp-boeing-co-venture-says-rocket-launch-costs-lower-than-claimed-by-rival/articleshow/35376685.cms,Economic Times,t,dpJWCQN6DUdapAM6ql9CkU8ATTTKM,economictimes.indiatimes.com,1400694286196
237718,US agency calls for new tests on Boeing 787 batteries,http://economictimes.indiatimes.com/news/international/business/us-agency-calls-for-new-tests-on-boeing-787-batteries/articleshow/35497100.cms,Economic Times,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,economictimes.indiatimes.com,1400812898263
237722,VIDEO: U.S. Air Safety Board Urges More Battery Tests For Boeing 787,http://www.tele-management.ca/2014/05/video-u-s-air-safety-board-urges-more-battery-tests-for-boeing-787/,Telemanagement,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,www.tele-management.ca,1400812899419
237724,NTSB Urges More Boeing 787 Battery Tests,http://news.airwise.com/story/view/1400806188.html,Airwise,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,news.airwise.com,1400812899939
237725,Dreamliner battery issues fitfully awake in NTSB letter,http://blogs.crikey.com.au/planetalking/2014/05/23/dreamliner-battery-issues-fitfully-awake-in-ntsb-letter/\?utm_source=feedburner&amp;utm_medium=feed&amp;utm_campaign=Feed%3A+CrikeyBlogs%2Fplanetalking+(Plane+Talking),Crikey \(blog\),b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,blogs.crikey.com.au,1400812900160
237726,Report: FAA Failed To Properly Test 787 Dreamliner Batteries,http://boston.cbslocal.com/2014/05/22/report-faa-failed-to-properly-test-787-dreamliner-batteries/,CBS Local,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,boston.cbslocal.com,1400812900461
237727,NTSB: FAA too reliant on Boeing for 787 battery tests,http://www.heraldnet.com/article/20140522/SCBJ0201/305239996/1014/NTSB-FAA-too-reliant-on-Boeing-for-787-battery-tests,HeraldNet,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,www.heraldnet.com,1400812900695
237729,Report: FAA too reliant on Boeing for battery test,http://www.abcnews4.com/story/25593838/report-faa-too-reliant-on-boeing-for-battery-test,ABC NEWS 4,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,www.abcnews4.com,1400812901182
237731,Air Safety Board Urges More Battery Tests for Boeing 787,http://www.moneynews.com/companies/safety-board-boeing-787/2014/05/22/id/572957/,Moneynews,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,www.moneynews.com,1400812901705
237732,Report: FAA relied too much on Boeing for battery test,http://www.columbian.com/news/2014/may/22/report-faa-relied-too-much-on-boeing-for-battery-t/,The Columbian,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,www.columbian.com,1400812901988
237733,"FAA too reliant on Boeing for 787 battery test, reports says",http://www.postandcourier.com/article/20140522/PC05/140529726/report-faa-too-reliant-on-boeing-for-battery-test,Charleston Post Courier,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,www.postandcourier.com,1400812902230
237734,UPDATE 3-US air safety board urges more battery tests for Boeing 787,http://in.reuters.com/article/2014/05/22/boeing-787battery-idINL1N0O818O20140522,Reuters,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,in.reuters.com,1400812902516
237735,US air safety board urges more battery tests for Boeing 787,https://uk.finance.yahoo.com/news/u-air-safety-board-urges-222614583.html,Yahoo Finance UK,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,uk.finance.yahoo.com,1400812902850
237736,Boeing CEO says no more 'moonshots' after 787 Dreamliner ordeal,http://www.theregister.co.uk/2014/05/22/boeing_no_more_moonshots/,Register,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,www.theregister.co.uk,1400812903077
237738,NTSB urges rigorous testing after 787 Dreamliner battery fire probe,http://projects.registerguard.com/apf/tech/ntsb-urges-rigorous-testing-after-787-dreamliner-battery-fire-probe/,The Register-Guard,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,projects.registerguard.com,1400812903543
237739,New government report says FAA relied too much on Boeing in designing 787  ...,http://www.startribune.com/lifestyle/travel/260320931.html,Minneapolis Star Tribune,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,www.startribune.com,1400812903774
237740,Report: FAA overly reliant on Boeing's tests,http://www.spokesman.com/stories/2014/may/22/report-faa-overly-reliant-boeings-tests/,The Spokesman Review,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,www.spokesman.com,1400812904007
237741,"NTSB calls for upgraded lithium ion battery standards for 787s, future aircraft",http://atwonline.com/safety/ntsb-calls-upgraded-lithium-ion-battery-standards-787s-future-aircraft,ATWOnline,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,atwonline.com,1400812904218
237742,NTSB report faults testing of 787's lithium-ion batteries,http://www.wdef.com/news/national/story/NTSB-report-faults-testing-of-787-s-lithium-ion/5AhvyKzGmUqsmMa1rcdVrg.cspx,WDEF News 12,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,www.wdef.com,1400812904528
237743,"FAA failed to properly test Boeing 787's lithium-ion batteries, NTSB says",http://www.cbsnews.com/news/faa-failed-to-properly-test-boeing-787s-lithium-ion-batteries-ntsb-says/,CBS News,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,www.cbsnews.com,1400812904747
237744,"787 Dreamliner batteries may need more tests, NTSB says",http://www.bizjournals.com/seattle/news/2014/05/22/787-dreamliner-batteries-may-need-more-tests-ntsb.html,Puget Sound Business Journal \(Seattle\),b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,www.bizjournals.com,1400812904949
237745,NTSB: FAA too reliant on Boeing for 787 lithium-ion battery tests,http://www.heraldnet.com/article/20140522/BIZ/140529700/NTSB-FAA-too-reliant-on-Boeing-for-787-lithium-ion-battery-tests,HeraldNet,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,www.heraldnet.com,1400812905275
237746,Report: FAA Too Reliant on Boeing for Dreamliner Battery Test,http://www.fool.com/investing/general/2014/05/22/report-faa-too-reliant-on-boeing-for-dreamliner-ba.aspx,Motley Fool,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,www.fool.com,1400812905727
237747,Stocks gain...Airlines slowly adding jobs...NTSB faults testing of batteries for 787s,http://www.federalnewsradio.com/316/3627562/Stocks-gainAirlines-slowly-adding-jobsNTSB-faults-testing-of-batteries-for-787s,FederalNewsRadio.com,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,www.federalnewsradio.com,1400812905930
237749,FAA Too Reliant On Boeing for Battery Test,http://www.pddnet.com/news/2014/05/faa-too-reliant-boeing-battery-test,Product Design \& Development,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,www.pddnet.com,1400812906439
237750,Report: FAA too reliant on Boeing for lithium battery test,http://www.ktvu.com/news/news/local/report-faa-too-reliant-boeing-lithium-battery-test/nf5h9/,KTVU San Francisco,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,www.ktvu.com,1400812906671
237753,Boeing Propels the Dow Jones Higher,http://www.fool.com/investing/general/2014/05/22/boeing-propels-the-dow-jones-higher.aspx,Motley Fool,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,www.fool.com,1400812907370
237754,NTSB report says FAA is too reliant on Boeing for battery tests,http://www.postandcourier.com/article/20140522/PC05/140529772/report-faa-too-reliant-on-boeing-for-battery-test,Charleston Post Courier,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,www.postandcourier.com,1400812907643
237755,Boeing 787 Battery Fires Show Certification Processes 'Inadequate': NTSB,http://247wallst.com/aerospace-defense/2014/05/22/boeing-787-battery-fires-show-certification-processes-inadequate-ntsb/,24\/7 Wall St.,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,247wallst.com,1400812907832
237756,Boeing's new mantra: incremental tech development,http://www.heraldnet.com/article/20140522/SCBJ0201/305239998/1005/Boeing%92s-new-mantra-incremental-tech-development,HeraldNet,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,www.heraldnet.com,1400812908039
237757,NTSB says FAA needs better lithium battery tests for Boeing 787,http://www.denverpost.com/business/ci_25815396/ntsb-says-faa-needs-better-lithium-battery-tests,The Denver Post,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,www.denverpost.com,1400812908226
237758,NTSB: FAA too reliant on Boeing for battery test,http://www.king5.com/news/aerospace/Report-FAA-too-reliant-on-Boeing-for-battery-test-260283971.html,KING5.com,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,www.king5.com,1400812908670
237759,NTSB urges more tests on Boeing 787 Dreamliner batteries,http://www.chillicothegazette.com/usatoday/article/9433841,Chillicothe Gazette,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,www.chillicothegazette.com,1400812908990
237760,Company Update: The Boeing Company (NYSE:BA) – U.S. air safety board  ...,http://jutiagroup.com/20140522-company-update-the-boeing-company-nyseba-u-s-air-safety-board-urges-more-battery-tests-for-boeing-787/,Jutia Group,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,jutiagroup.com,1400812909270
237761,NTSB urges more battery tests for Boeing 787,"http://www.chicagotribune.com/business/breaking/chi-boeing-787-ntsb-tests-20140522,0,1480901.story",Chicago Tribune,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,www.chicagotribune.com,1400812909525
237762,Boeing Echoes Apple in Weighing Plane Molded From 787,http://www.businessweek.com/news/2014-05-21/boeing-explores-wide-body-jet-with-transcontinental-u-dot-s-dot-range,Businessweek,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,www.businessweek.com,1400812909788
237763,"Analysts: Boeing investor day bullish, frustrating (BA)",http://seekingalpha.com/news/1766793-analysts-boeing-investor-day-bullish-frustrating,Seeking Alpha,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,seekingalpha.com,1400812910092
237764,"Analysts: Boeing Investor Day 'Bullish,' 'Frustrating'",http://blogs.barrons.com/stockstowatchtoday/2014/05/22/analysts-boeing-investor-day-bullish-frustrating/\?mod=BOLBlog,Barron's \(blog\),b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,blogs.barrons.com,1400812910273
237765,Air Canada's 787 dream begins,http://www.flightglobal.com/news/articles/air-canada39s-787-dream-begins-399630/,Flightglobal,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,www.flightglobal.com,1400812910512
237766,Jim McNerney: Boeing Eyes Incremental Strategy for Airplane Manufacturing,http://blog.executivebiz.com/2014/05/jim-mcnerney-boeing-eyes-incremental-strategy-for-airplane-manufacturing/,ExecutiveBiz \(blog\),b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,blog.executivebiz.com,1400812910708
237767,Boeing CEO wants company to be more like Apple,http://www.themalaymailonline.com/money/article/boeing-ceo-wants-company-to-be-more-like-apple,The Malay Mail Online,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,www.themalaymailonline.com,1400812911102
237768,Boeing Might Be Copying Apple's Innovation Policies But It Doesn't Understand  ...,http://www.forbes.com/sites/timworstall/2014/05/22/boeing-might-be-copying-apples-innovation-policies-but-it-doesnt-understand-them/,Forbes,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,www.forbes.com,1400812911346
237769,"Boeing Wants to be More Like Apple, CEO McNerney Says",http://profit.ndtv.com/news/corporates/article-boeing-wants-to-be-more-like-apple-ceo-mcnerney-says-389081,NDTV,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,profit.ndtv.com,1400812911551
237770,In pictures: Air Canada unveils Boeing 787 Dreamliner interior,http://www.thenational.ae/business/aviation/in-pictures-air-canada-unveils-boeing-787-dreamliner-interior,The National,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,www.thenational.ae,1400812912058
237771,Air Canada debuts new international cabin interiors with arrival of first Boeing  ...,http://www.traveldailynews.com/news/article/60594/air-canada-debuts-new-international,Travel Daily News International,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,www.traveldailynews.com,1400812912308
237772,The Boeing Company's (BA) CEO Jim McNerney Hosts 2014 Annual Investor  ...,http://seekingalpha.com/article/2232013-the-boeing-companys-ba-ceo-jim-mcnerney-hosts-2014-annual-investor-conference,Seeking Alpha,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,seekingalpha.com,1400812912560
237773,Boeing Wants To Be More Like Apple,http://news.airwise.com/story/view/1400720548.html,Airwise,b,dKoQS4HLPAW1LRMfXvsQwJn8Qhi1M,news.airwise.com,1400812913259
